Scenario	Row	Bay	RouteNumber	ContainerType	ContainerSize	ContainerContentType
029f0948-db1c-499d-be90-c5141031ad5e	2	1	2	Tank	TwentyFoot	Flammable
029f0948-db1c-499d-be90-c5141031ad5e	3	1	2	Tank	FortyFoot	Flammable
029f0948-db1c-499d-be90-c5141031ad5e	2	2	2	Tank	TwentyFoot	Flammable
029f0948-db1c-499d-be90-c5141031ad5e	3	2	2	Tank	FortyFoot	Flammable
4ee309dc-7048-4a3e-93ee-c55052751ce8	2	1	2	Dry	FortyFoot	Corrosive
4ee309dc-7048-4a3e-93ee-c55052751ce8	3	1	3	Dry	TwentyFoot	Radioactive
4ee309dc-7048-4a3e-93ee-c55052751ce8	2	2	2	Dry	FortyFoot	Corrosive
4ee309dc-7048-4a3e-93ee-c55052751ce8	3	2	3	Tank	TwentyFoot	Flammable
4af6675b-033c-45a0-b952-c563133c08cc	2	1	3	Tank	FortyFoot	Empty
4af6675b-033c-45a0-b952-c563133c08cc	3	1	2	Tank	TwentyFoot	Flammable
4af6675b-033c-45a0-b952-c563133c08cc	2	2	3	Tank	FortyFoot	Empty
4af6675b-033c-45a0-b952-c563133c08cc	3	2	3	Tank	TwentyFoot	General
3cb9a0a5-8307-4c91-a032-c563e1bf6b08	2	1	3	Refridgerated	FortyFoot	General
3cb9a0a5-8307-4c91-a032-c563e1bf6b08	3	1	2	Tank	TwentyFoot	Flammable
3cb9a0a5-8307-4c91-a032-c563e1bf6b08	2	2	3	Refridgerated	FortyFoot	General
3cb9a0a5-8307-4c91-a032-c563e1bf6b08	3	2	2	Tank	TwentyFoot	General
b1b4555b-fd6f-4807-87aa-c57738642320	2	1	1	Dry	FortyFoot	Flammable
b1b4555b-fd6f-4807-87aa-c57738642320	3	1	2	Dry	TwentyFoot	Radioactive
b1b4555b-fd6f-4807-87aa-c57738642320	2	2	1	Dry	FortyFoot	Flammable
b1b4555b-fd6f-4807-87aa-c57738642320	3	2	1	Tank	TwentyFoot	General
618b4e81-fba8-4fba-bc2b-c61c0e8c3412	2	1	2	Refridgerated	FortyFoot	Empty
618b4e81-fba8-4fba-bc2b-c61c0e8c3412	3	1	2	Dry	TwentyFoot	General
618b4e81-fba8-4fba-bc2b-c61c0e8c3412	2	2	2	Refridgerated	FortyFoot	Empty
618b4e81-fba8-4fba-bc2b-c61c0e8c3412	3	2	2	Dry	TwentyFoot	Corrosive
bf0a7e2d-0246-47b5-86ad-c65e5568ed14	2	1	2	Tank	TwentyFoot	Flammable
bf0a7e2d-0246-47b5-86ad-c65e5568ed14	3	1	2	Tank	FortyFoot	Flammable
bf0a7e2d-0246-47b5-86ad-c65e5568ed14	2	2	2	Refridgerated	TwentyFoot	Corrosive
bf0a7e2d-0246-47b5-86ad-c65e5568ed14	3	2	2	Tank	FortyFoot	Flammable
379e27cc-5e06-4ce5-abf8-c681eb19dfd5	3	1	3	Dry	FortyFoot	Corrosive
379e27cc-5e06-4ce5-abf8-c681eb19dfd5	3	2	3	Dry	FortyFoot	Corrosive
379e27cc-5e06-4ce5-abf8-c681eb19dfd5	2	3	2	Refridgerated	TwentyFoot	General
379e27cc-5e06-4ce5-abf8-c681eb19dfd5	3	3	3	Dry	TwentyFoot	Radioactive
756ccc8d-b543-419e-9e3e-c70e5ccd4b45	2	1	3	Tank	FortyFoot	Flammable
756ccc8d-b543-419e-9e3e-c70e5ccd4b45	3	1	2	Tank	TwentyFoot	Flammable
756ccc8d-b543-419e-9e3e-c70e5ccd4b45	2	2	3	Tank	FortyFoot	Flammable
756ccc8d-b543-419e-9e3e-c70e5ccd4b45	3	2	3	Refridgerated	TwentyFoot	Corrosive
d7833561-119b-4410-a8df-c79c4972f1c5	2	1	2	Refridgerated	FortyFoot	Empty
d7833561-119b-4410-a8df-c79c4972f1c5	3	1	2	Dry	FortyFoot	Corrosive
d7833561-119b-4410-a8df-c79c4972f1c5	2	2	2	Refridgerated	FortyFoot	Empty
d7833561-119b-4410-a8df-c79c4972f1c5	3	2	2	Dry	FortyFoot	Corrosive
d7833561-119b-4410-a8df-c79c4972f1c5	3	3	3	Dry	TwentyFoot	Corrosive
16c0751f-415f-4fbb-bb15-c8c8c5cff023	3	1	2	Refridgerated	FortyFoot	Empty
16c0751f-415f-4fbb-bb15-c8c8c5cff023	3	2	2	Refridgerated	FortyFoot	Empty
16c0751f-415f-4fbb-bb15-c8c8c5cff023	2	3	2	Dry	TwentyFoot	Corrosive
16c0751f-415f-4fbb-bb15-c8c8c5cff023	3	3	3	Dry	TwentyFoot	General
d91c2109-2ede-4468-a577-c9687da2036b	2	1	2	Tank	FortyFoot	Empty
d91c2109-2ede-4468-a577-c9687da2036b	3	1	3	Dry	FortyFoot	Empty
d91c2109-2ede-4468-a577-c9687da2036b	2	2	2	Tank	FortyFoot	Empty
d91c2109-2ede-4468-a577-c9687da2036b	3	2	3	Dry	FortyFoot	Empty
d91c2109-2ede-4468-a577-c9687da2036b	3	3	2	Dry	TwentyFoot	General
19464f2f-aa8c-4ace-a5b1-c976773feed7	2	1	2	Refridgerated	FortyFoot	Radioactive
19464f2f-aa8c-4ace-a5b1-c976773feed7	3	1	3	Refridgerated	TwentyFoot	Radioactive
19464f2f-aa8c-4ace-a5b1-c976773feed7	2	2	2	Refridgerated	FortyFoot	Radioactive
19464f2f-aa8c-4ace-a5b1-c976773feed7	3	2	2	Dry	TwentyFoot	Corrosive
e029a798-6f80-4112-9ea2-ca3e79110a47	3	1	3	Dry	TwentyFoot	Poison
e029a798-6f80-4112-9ea2-ca3e79110a47	3	2	2	Tank	TwentyFoot	General
e029a798-6f80-4112-9ea2-ca3e79110a47	3	3	2	Tank	TwentyFoot	Flammable
6ee048d7-2c08-4ed9-8ed5-ca42074252b3	2	1	2	Dry	FortyFoot	Corrosive
6ee048d7-2c08-4ed9-8ed5-ca42074252b3	3	1	3	Dry	TwentyFoot	Radioactive
6ee048d7-2c08-4ed9-8ed5-ca42074252b3	2	2	2	Dry	FortyFoot	Corrosive
6ee048d7-2c08-4ed9-8ed5-ca42074252b3	3	2	3	Tank	TwentyFoot	Flammable
00bf4232-1736-41b9-9896-cad92a83417b	2	1	2	Refridgerated	FortyFoot	Corrosive
00bf4232-1736-41b9-9896-cad92a83417b	3	1	3	Dry	FortyFoot	Corrosive
00bf4232-1736-41b9-9896-cad92a83417b	2	2	2	Refridgerated	FortyFoot	Corrosive
00bf4232-1736-41b9-9896-cad92a83417b	3	2	3	Dry	FortyFoot	Corrosive
00bf4232-1736-41b9-9896-cad92a83417b	3	3	3	Refridgerated	TwentyFoot	Poison
48f4a72e-d31c-477b-86cc-cb84976f3f40	2	1	2	Tank	FortyFoot	General
48f4a72e-d31c-477b-86cc-cb84976f3f40	3	1	2	Dry	TwentyFoot	Poison
48f4a72e-d31c-477b-86cc-cb84976f3f40	2	2	2	Tank	FortyFoot	General
48f4a72e-d31c-477b-86cc-cb84976f3f40	3	2	2	Refridgerated	TwentyFoot	Radioactive
f7c14d8f-07de-4afc-8bb7-cb8650bfd9e5	2	1	2	Refridgerated	FortyFoot	Empty
f7c14d8f-07de-4afc-8bb7-cb8650bfd9e5	3	1	2	Dry	FortyFoot	Corrosive
f7c14d8f-07de-4afc-8bb7-cb8650bfd9e5	2	2	2	Refridgerated	FortyFoot	Empty
f7c14d8f-07de-4afc-8bb7-cb8650bfd9e5	3	2	2	Dry	FortyFoot	Corrosive
f7c14d8f-07de-4afc-8bb7-cb8650bfd9e5	3	3	2	Dry	TwentyFoot	Corrosive
8d5373b4-69ae-4c39-b40b-cb8ec2d54794	2	1	2	Dry	TwentyFoot	Poison
8d5373b4-69ae-4c39-b40b-cb8ec2d54794	3	1	3	Dry	FortyFoot	Corrosive
8d5373b4-69ae-4c39-b40b-cb8ec2d54794	2	2	2	Dry	TwentyFoot	General
8d5373b4-69ae-4c39-b40b-cb8ec2d54794	3	2	3	Dry	FortyFoot	Corrosive
8af5d027-c62f-4788-b63e-cbdc30e0b1a3	2	1	2	Dry	FortyFoot	Radioactive
8af5d027-c62f-4788-b63e-cbdc30e0b1a3	3	1	2	Dry	TwentyFoot	Radioactive
8af5d027-c62f-4788-b63e-cbdc30e0b1a3	2	2	2	Dry	FortyFoot	Radioactive
8af5d027-c62f-4788-b63e-cbdc30e0b1a3	3	2	3	Dry	TwentyFoot	Radioactive
5acb6539-4144-40b5-a5a3-cc03c6cca324	3	1	3	Dry	FortyFoot	Corrosive
5acb6539-4144-40b5-a5a3-cc03c6cca324	3	2	3	Dry	FortyFoot	Corrosive
5acb6539-4144-40b5-a5a3-cc03c6cca324	2	3	2	Tank	TwentyFoot	Empty
5acb6539-4144-40b5-a5a3-cc03c6cca324	3	3	3	Refridgerated	TwentyFoot	Corrosive
cd72aeae-4a3b-4f5b-bf3f-cc0b4ed7d7a1	2	1	3	Tank	FortyFoot	Flammable
cd72aeae-4a3b-4f5b-bf3f-cc0b4ed7d7a1	3	1	2	Tank	TwentyFoot	Flammable
cd72aeae-4a3b-4f5b-bf3f-cc0b4ed7d7a1	2	2	3	Tank	FortyFoot	Flammable
cd72aeae-4a3b-4f5b-bf3f-cc0b4ed7d7a1	3	2	3	Refridgerated	TwentyFoot	Corrosive
b7f40e17-17f7-4cb9-baab-cc22eee2fdf8	2	1	1	Dry	FortyFoot	Flammable
b7f40e17-17f7-4cb9-baab-cc22eee2fdf8	3	1	1	Dry	TwentyFoot	Radioactive
b7f40e17-17f7-4cb9-baab-cc22eee2fdf8	2	2	1	Dry	FortyFoot	Flammable
b7f40e17-17f7-4cb9-baab-cc22eee2fdf8	3	2	1	Tank	TwentyFoot	General
51b8786e-3876-4599-b37f-cc5ce5bf63d9	2	1	2	Dry	TwentyFoot	Poison
51b8786e-3876-4599-b37f-cc5ce5bf63d9	3	1	3	Dry	FortyFoot	Corrosive
51b8786e-3876-4599-b37f-cc5ce5bf63d9	2	2	2	Dry	TwentyFoot	General
51b8786e-3876-4599-b37f-cc5ce5bf63d9	3	2	3	Dry	FortyFoot	Corrosive
71f2f019-2735-46bd-b440-ccbb8919059a	2	1	2	Dry	FortyFoot	Radioactive
71f2f019-2735-46bd-b440-ccbb8919059a	3	1	2	Dry	TwentyFoot	Radioactive
71f2f019-2735-46bd-b440-ccbb8919059a	2	2	2	Dry	FortyFoot	Radioactive
71f2f019-2735-46bd-b440-ccbb8919059a	3	2	3	Dry	TwentyFoot	Radioactive
0063e056-c041-4a02-af25-ce896b163d6f	2	1	2	Refridgerated	FortyFoot	Poison
0063e056-c041-4a02-af25-ce896b163d6f	3	1	3	Tank	FortyFoot	Flammable
0063e056-c041-4a02-af25-ce896b163d6f	2	2	2	Refridgerated	FortyFoot	Poison
0063e056-c041-4a02-af25-ce896b163d6f	3	2	3	Tank	FortyFoot	Flammable
0063e056-c041-4a02-af25-ce896b163d6f	3	3	3	Refridgerated	TwentyFoot	Corrosive
577ba749-5e04-4583-b8b3-cf4990b0a3a1	2	1	2	Tank	FortyFoot	Flammable
577ba749-5e04-4583-b8b3-cf4990b0a3a1	3	1	2	Tank	TwentyFoot	Flammable
577ba749-5e04-4583-b8b3-cf4990b0a3a1	2	2	2	Tank	FortyFoot	Flammable
577ba749-5e04-4583-b8b3-cf4990b0a3a1	3	2	2	Refridgerated	TwentyFoot	Corrosive
3fa85580-84c3-4563-b17e-cf9326c00e54	3	1	3	Dry	FortyFoot	Corrosive
3fa85580-84c3-4563-b17e-cf9326c00e54	3	2	3	Dry	FortyFoot	Corrosive
3fa85580-84c3-4563-b17e-cf9326c00e54	2	3	2	Refridgerated	TwentyFoot	General
3fa85580-84c3-4563-b17e-cf9326c00e54	3	3	3	Dry	TwentyFoot	Radioactive
1c7c5b75-30a9-4e19-9455-cfcd30a7433c	2	1	2	Refridgerated	FortyFoot	Poison
1c7c5b75-30a9-4e19-9455-cfcd30a7433c	3	1	2	Tank	FortyFoot	Flammable
1c7c5b75-30a9-4e19-9455-cfcd30a7433c	2	2	2	Refridgerated	FortyFoot	Poison
1c7c5b75-30a9-4e19-9455-cfcd30a7433c	3	2	2	Tank	FortyFoot	Flammable
1c7c5b75-30a9-4e19-9455-cfcd30a7433c	3	3	3	Refridgerated	TwentyFoot	Corrosive
12c8e17f-0c81-4176-94bc-cfebb27efb58	2	1	3	Dry	FortyFoot	Flammable
12c8e17f-0c81-4176-94bc-cfebb27efb58	3	1	3	Dry	TwentyFoot	Radioactive
12c8e17f-0c81-4176-94bc-cfebb27efb58	2	2	3	Dry	FortyFoot	Flammable
12c8e17f-0c81-4176-94bc-cfebb27efb58	3	2	2	Tank	TwentyFoot	General
de099e4f-8b3b-4644-807e-d02607a5897e	2	1	2	Dry	FortyFoot	Radioactive
de099e4f-8b3b-4644-807e-d02607a5897e	3	1	2	Refridgerated	TwentyFoot	Empty
de099e4f-8b3b-4644-807e-d02607a5897e	2	2	2	Dry	FortyFoot	Radioactive
de099e4f-8b3b-4644-807e-d02607a5897e	3	2	3	Tank	TwentyFoot	General
982c2f5e-2bce-4fff-aca4-d04e0fa186e2	3	1	3	Dry	FortyFoot	Corrosive
982c2f5e-2bce-4fff-aca4-d04e0fa186e2	3	2	3	Dry	FortyFoot	Corrosive
982c2f5e-2bce-4fff-aca4-d04e0fa186e2	2	3	2	Tank	TwentyFoot	Empty
982c2f5e-2bce-4fff-aca4-d04e0fa186e2	3	3	3	Refridgerated	TwentyFoot	Corrosive
2d380556-2cbb-435d-978b-d069ece1ff82	2	1	1	Dry	FortyFoot	Radioactive
2d380556-2cbb-435d-978b-d069ece1ff82	3	1	2	Dry	TwentyFoot	Poison
2d380556-2cbb-435d-978b-d069ece1ff82	2	2	1	Dry	FortyFoot	Radioactive
2d380556-2cbb-435d-978b-d069ece1ff82	3	2	3	Refridgerated	TwentyFoot	Empty
aac23cb5-4af5-4c76-8436-d0c489fdc3b6	3	1	2	Dry	FortyFoot	Flammable
aac23cb5-4af5-4c76-8436-d0c489fdc3b6	3	2	2	Dry	FortyFoot	Flammable
aac23cb5-4af5-4c76-8436-d0c489fdc3b6	2	3	2	Dry	TwentyFoot	Corrosive
aac23cb5-4af5-4c76-8436-d0c489fdc3b6	3	3	3	Dry	TwentyFoot	Radioactive
390712df-7808-4dc6-9188-d0f8c949dbd6	2	1	2	Dry	FortyFoot	Radioactive
390712df-7808-4dc6-9188-d0f8c949dbd6	3	1	2	Refridgerated	TwentyFoot	Empty
390712df-7808-4dc6-9188-d0f8c949dbd6	2	2	2	Dry	FortyFoot	Radioactive
390712df-7808-4dc6-9188-d0f8c949dbd6	3	2	3	Tank	TwentyFoot	General
f024dd5d-235c-4974-a074-d103a053d14b	2	1	2	Refridgerated	FortyFoot	Poison
f024dd5d-235c-4974-a074-d103a053d14b	3	1	3	Tank	FortyFoot	Flammable
f024dd5d-235c-4974-a074-d103a053d14b	2	2	2	Refridgerated	FortyFoot	Poison
f024dd5d-235c-4974-a074-d103a053d14b	3	2	3	Tank	FortyFoot	Flammable
f024dd5d-235c-4974-a074-d103a053d14b	3	3	3	Refridgerated	TwentyFoot	Corrosive
731bbc78-66f3-4dc8-810f-d116e71578cf	2	1	2	Dry	FortyFoot	Radioactive
731bbc78-66f3-4dc8-810f-d116e71578cf	3	1	2	Refridgerated	TwentyFoot	Empty
731bbc78-66f3-4dc8-810f-d116e71578cf	2	2	2	Dry	FortyFoot	Radioactive
731bbc78-66f3-4dc8-810f-d116e71578cf	3	2	3	Tank	TwentyFoot	General
4dec3498-c92c-487c-b8b7-d16fa870dda5	1	1	2	Refridgerated	FortyFoot	General
4dec3498-c92c-487c-b8b7-d16fa870dda5	2	1	3	Refridgerated	FortyFoot	Poison
4dec3498-c92c-487c-b8b7-d16fa870dda5	3	1	3	Tank	FortyFoot	Flammable
4dec3498-c92c-487c-b8b7-d16fa870dda5	1	2	2	Refridgerated	FortyFoot	General
4dec3498-c92c-487c-b8b7-d16fa870dda5	2	2	3	Refridgerated	FortyFoot	Poison
4dec3498-c92c-487c-b8b7-d16fa870dda5	3	2	3	Tank	FortyFoot	Flammable
a9969fff-6931-48d5-b6fc-d2396db7540b	2	1	2	Dry	TwentyFoot	Poison
a9969fff-6931-48d5-b6fc-d2396db7540b	3	1	3	Dry	FortyFoot	Corrosive
a9969fff-6931-48d5-b6fc-d2396db7540b	2	2	2	Dry	TwentyFoot	General
a9969fff-6931-48d5-b6fc-d2396db7540b	3	2	3	Dry	FortyFoot	Corrosive
4805390c-269b-4ca5-80d9-d2408af145e8	2	1	3	Tank	FortyFoot	Empty
4805390c-269b-4ca5-80d9-d2408af145e8	3	1	2	Tank	TwentyFoot	Flammable
4805390c-269b-4ca5-80d9-d2408af145e8	2	2	3	Tank	FortyFoot	Empty
4805390c-269b-4ca5-80d9-d2408af145e8	3	2	3	Tank	TwentyFoot	General
472b7636-adae-4cc8-b3b6-d316ed0bd9ae	2	1	2	Dry	FortyFoot	Corrosive
472b7636-adae-4cc8-b3b6-d316ed0bd9ae	3	1	3	Dry	TwentyFoot	Radioactive
472b7636-adae-4cc8-b3b6-d316ed0bd9ae	2	2	2	Dry	FortyFoot	Corrosive
472b7636-adae-4cc8-b3b6-d316ed0bd9ae	3	2	3	Tank	TwentyFoot	Flammable
247d6a4c-4498-4a06-b00b-d35a165b7d94	2	1	3	Refridgerated	FortyFoot	General
247d6a4c-4498-4a06-b00b-d35a165b7d94	3	1	2	Tank	TwentyFoot	Flammable
247d6a4c-4498-4a06-b00b-d35a165b7d94	2	2	3	Refridgerated	FortyFoot	General
247d6a4c-4498-4a06-b00b-d35a165b7d94	3	2	2	Tank	TwentyFoot	General
84969394-10d3-4312-83bc-d3ca704ef5fb	2	1	3	Refridgerated	FortyFoot	General
84969394-10d3-4312-83bc-d3ca704ef5fb	3	1	2	Tank	TwentyFoot	Flammable
84969394-10d3-4312-83bc-d3ca704ef5fb	2	2	3	Refridgerated	FortyFoot	General
84969394-10d3-4312-83bc-d3ca704ef5fb	3	2	2	Tank	TwentyFoot	General
790fbb2d-beb7-4dfd-a2bd-d40468350f50	2	1	2	Refridgerated	FortyFoot	Corrosive
790fbb2d-beb7-4dfd-a2bd-d40468350f50	3	1	3	Dry	FortyFoot	Corrosive
790fbb2d-beb7-4dfd-a2bd-d40468350f50	2	2	2	Refridgerated	FortyFoot	Corrosive
790fbb2d-beb7-4dfd-a2bd-d40468350f50	3	2	3	Dry	FortyFoot	Corrosive
790fbb2d-beb7-4dfd-a2bd-d40468350f50	3	3	3	Refridgerated	TwentyFoot	Poison
005700c6-1d9a-460c-a1d1-d4b14818594c	2	1	3	Dry	FortyFoot	Flammable
005700c6-1d9a-460c-a1d1-d4b14818594c	3	1	3	Dry	TwentyFoot	Radioactive
005700c6-1d9a-460c-a1d1-d4b14818594c	2	2	3	Dry	FortyFoot	Flammable
005700c6-1d9a-460c-a1d1-d4b14818594c	3	2	2	Tank	TwentyFoot	General
f5c54f63-5b43-4281-8def-d4d4718d3c7b	2	1	3	Dry	TwentyFoot	General
f5c54f63-5b43-4281-8def-d4d4718d3c7b	3	1	2	Dry	FortyFoot	General
f5c54f63-5b43-4281-8def-d4d4718d3c7b	3	2	2	Dry	FortyFoot	General
f5c54f63-5b43-4281-8def-d4d4718d3c7b	3	3	3	Dry	TwentyFoot	Radioactive
7cf84690-802c-4e12-8e9a-d59e31943dbd	3	1	2	Refridgerated	FortyFoot	Empty
7cf84690-802c-4e12-8e9a-d59e31943dbd	3	2	2	Refridgerated	FortyFoot	Empty
7cf84690-802c-4e12-8e9a-d59e31943dbd	2	3	2	Dry	TwentyFoot	Corrosive
7cf84690-802c-4e12-8e9a-d59e31943dbd	3	3	3	Dry	TwentyFoot	General
76cfbc46-6854-404e-8d12-d6d1dab59150	2	1	2	Dry	FortyFoot	Corrosive
76cfbc46-6854-404e-8d12-d6d1dab59150	3	1	3	Tank	TwentyFoot	Flammable
76cfbc46-6854-404e-8d12-d6d1dab59150	2	2	2	Dry	FortyFoot	Corrosive
76cfbc46-6854-404e-8d12-d6d1dab59150	3	2	2	Dry	TwentyFoot	Radioactive
5484d091-e278-4d06-8c6d-d6eadf28c501	3	1	2	Dry	FortyFoot	Flammable
5484d091-e278-4d06-8c6d-d6eadf28c501	3	2	2	Dry	FortyFoot	Flammable
5484d091-e278-4d06-8c6d-d6eadf28c501	2	3	2	Dry	TwentyFoot	Corrosive
5484d091-e278-4d06-8c6d-d6eadf28c501	3	3	3	Dry	TwentyFoot	Radioactive
98a18b85-7e79-4212-bc9b-d6f8e3754080	2	1	2	Tank	FortyFoot	General
98a18b85-7e79-4212-bc9b-d6f8e3754080	3	1	2	Dry	TwentyFoot	Poison
98a18b85-7e79-4212-bc9b-d6f8e3754080	2	2	2	Tank	FortyFoot	General
98a18b85-7e79-4212-bc9b-d6f8e3754080	3	2	2	Refridgerated	TwentyFoot	Radioactive
56fe05c6-ea3b-4ab7-ad6a-d75ba0336fb3	3	1	3	Dry	FortyFoot	Corrosive
56fe05c6-ea3b-4ab7-ad6a-d75ba0336fb3	3	2	3	Dry	FortyFoot	Corrosive
56fe05c6-ea3b-4ab7-ad6a-d75ba0336fb3	2	3	2	Tank	TwentyFoot	Empty
56fe05c6-ea3b-4ab7-ad6a-d75ba0336fb3	3	3	3	Refridgerated	TwentyFoot	Corrosive
dcd4252d-5db7-408d-b3ed-d78449204a98	2	1	2	Tank	FortyFoot	General
dcd4252d-5db7-408d-b3ed-d78449204a98	3	1	2	Dry	TwentyFoot	Poison
dcd4252d-5db7-408d-b3ed-d78449204a98	2	2	2	Tank	FortyFoot	General
dcd4252d-5db7-408d-b3ed-d78449204a98	3	2	2	Refridgerated	TwentyFoot	Radioactive
0791d040-f3a5-4c11-bc37-d79110c1d57d	2	1	2	Dry	TwentyFoot	Poison
0791d040-f3a5-4c11-bc37-d79110c1d57d	3	1	3	Dry	FortyFoot	Corrosive
0791d040-f3a5-4c11-bc37-d79110c1d57d	2	2	2	Dry	TwentyFoot	General
0791d040-f3a5-4c11-bc37-d79110c1d57d	3	2	3	Dry	FortyFoot	Corrosive
41631b9d-e2ec-40de-99a1-d80193daa283	2	1	3	Dry	FortyFoot	Flammable
41631b9d-e2ec-40de-99a1-d80193daa283	3	1	3	Dry	TwentyFoot	Radioactive
41631b9d-e2ec-40de-99a1-d80193daa283	2	2	3	Dry	FortyFoot	Flammable
41631b9d-e2ec-40de-99a1-d80193daa283	3	2	2	Tank	TwentyFoot	General
66a5beca-fc3b-46ef-8b57-d8fcad590074	2	1	2	Tank	TwentyFoot	General
66a5beca-fc3b-46ef-8b57-d8fcad590074	3	1	2	Dry	TwentyFoot	Radioactive
66a5beca-fc3b-46ef-8b57-d8fcad590074	3	2	3	Dry	FortyFoot	Flammable
66a5beca-fc3b-46ef-8b57-d8fcad590074	3	3	3	Dry	FortyFoot	Flammable
5d47a47e-98b0-4ecf-a02a-d959f8873c33	2	1	2	Tank	TwentyFoot	Flammable
5d47a47e-98b0-4ecf-a02a-d959f8873c33	3	1	2	Tank	FortyFoot	Flammable
5d47a47e-98b0-4ecf-a02a-d959f8873c33	2	2	2	Tank	TwentyFoot	Flammable
5d47a47e-98b0-4ecf-a02a-d959f8873c33	3	2	2	Tank	FortyFoot	Flammable
f5f46936-1e53-43ce-9510-d95ff4ead6c3	3	1	2	Dry	FortyFoot	Flammable
f5f46936-1e53-43ce-9510-d95ff4ead6c3	3	2	2	Dry	FortyFoot	Flammable
f5f46936-1e53-43ce-9510-d95ff4ead6c3	2	3	2	Dry	TwentyFoot	Corrosive
f5f46936-1e53-43ce-9510-d95ff4ead6c3	3	3	3	Dry	TwentyFoot	Radioactive
5f5f8599-881c-4a02-ae44-d9a8e1b3be12	2	1	2	Refridgerated	FortyFoot	Empty
5f5f8599-881c-4a02-ae44-d9a8e1b3be12	3	1	2	Dry	FortyFoot	Corrosive
5f5f8599-881c-4a02-ae44-d9a8e1b3be12	2	2	2	Refridgerated	FortyFoot	Empty
5f5f8599-881c-4a02-ae44-d9a8e1b3be12	3	2	2	Dry	FortyFoot	Corrosive
5f5f8599-881c-4a02-ae44-d9a8e1b3be12	3	3	3	Dry	TwentyFoot	Corrosive
e48edd0a-2359-4e4d-82a2-da076ee405ea	2	1	2	Tank	TwentyFoot	General
e48edd0a-2359-4e4d-82a2-da076ee405ea	3	1	2	Dry	TwentyFoot	Radioactive
e48edd0a-2359-4e4d-82a2-da076ee405ea	3	2	3	Dry	FortyFoot	Flammable
e48edd0a-2359-4e4d-82a2-da076ee405ea	3	3	3	Dry	FortyFoot	Flammable
c62628a0-1185-4241-bcc6-da4268a30214	2	1	2	Tank	FortyFoot	Flammable
c62628a0-1185-4241-bcc6-da4268a30214	3	1	2	Tank	TwentyFoot	Flammable
c62628a0-1185-4241-bcc6-da4268a30214	2	2	2	Tank	FortyFoot	Flammable
c62628a0-1185-4241-bcc6-da4268a30214	3	2	2	Tank	TwentyFoot	Flammable
c2a0c720-f2cf-457d-b048-dab393659a61	3	1	2	Dry	FortyFoot	Corrosive
c2a0c720-f2cf-457d-b048-dab393659a61	3	2	2	Dry	FortyFoot	Corrosive
c2a0c720-f2cf-457d-b048-dab393659a61	2	3	2	Refridgerated	TwentyFoot	General
c2a0c720-f2cf-457d-b048-dab393659a61	3	3	3	Dry	TwentyFoot	Radioactive
f3d4fe22-1ca2-4ce0-9da8-db997044f2d7	2	1	2	Refridgerated	TwentyFoot	Corrosive
f3d4fe22-1ca2-4ce0-9da8-db997044f2d7	3	1	3	Tank	FortyFoot	Flammable
f3d4fe22-1ca2-4ce0-9da8-db997044f2d7	2	2	2	Tank	TwentyFoot	General
f3d4fe22-1ca2-4ce0-9da8-db997044f2d7	3	2	3	Tank	FortyFoot	Flammable
bd82a281-0975-4397-907a-dbbb5b3b048d	3	1	2	Refridgerated	FortyFoot	Empty
bd82a281-0975-4397-907a-dbbb5b3b048d	3	2	2	Refridgerated	FortyFoot	Empty
bd82a281-0975-4397-907a-dbbb5b3b048d	2	3	2	Dry	TwentyFoot	Corrosive
bd82a281-0975-4397-907a-dbbb5b3b048d	3	3	3	Dry	TwentyFoot	General
3b5cf361-a744-402f-be64-dbcdce60796c	2	1	2	Refridgerated	FortyFoot	Radioactive
3b5cf361-a744-402f-be64-dbcdce60796c	3	1	3	Dry	TwentyFoot	Corrosive
3b5cf361-a744-402f-be64-dbcdce60796c	2	2	2	Refridgerated	FortyFoot	Radioactive
3b5cf361-a744-402f-be64-dbcdce60796c	3	2	3	Refridgerated	TwentyFoot	Radioactive
a41b4e9f-19cd-49ba-bffc-dc8db5e0210d	2	1	2	Tank	TwentyFoot	Flammable
a41b4e9f-19cd-49ba-bffc-dc8db5e0210d	3	1	2	Tank	FortyFoot	Flammable
a41b4e9f-19cd-49ba-bffc-dc8db5e0210d	2	2	2	Refridgerated	TwentyFoot	Corrosive
a41b4e9f-19cd-49ba-bffc-dc8db5e0210d	3	2	2	Tank	FortyFoot	Flammable
72441b06-4ae7-4827-b3a9-dc963f02766f	2	1	2	Tank	TwentyFoot	General
72441b06-4ae7-4827-b3a9-dc963f02766f	3	1	2	Dry	TwentyFoot	Radioactive
72441b06-4ae7-4827-b3a9-dc963f02766f	3	2	3	Dry	FortyFoot	Flammable
72441b06-4ae7-4827-b3a9-dc963f02766f	3	3	3	Dry	FortyFoot	Flammable
46d2e1b4-e01d-425e-9087-dcfb1616411c	3	1	2	Refridgerated	FortyFoot	Empty
46d2e1b4-e01d-425e-9087-dcfb1616411c	3	2	2	Refridgerated	FortyFoot	Empty
46d2e1b4-e01d-425e-9087-dcfb1616411c	2	3	2	Dry	TwentyFoot	Corrosive
46d2e1b4-e01d-425e-9087-dcfb1616411c	3	3	3	Dry	TwentyFoot	General
af49755c-6023-4df8-9392-dd3ba0603e71	2	1	3	Dry	FortyFoot	Flammable
